data created:, 21-Jun-2021
monthly global mean of baseline data from AGAGE GC-MD data
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT:  raywang@eas.gatech.edu, rprinn@mit.edu, rfweiss@ucsd.edu
You can use the following format in Fortran to read data in different columns, (F9.3, I4, I6, 8(f11.3,f9.3))
   scale: ---   ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-16      ---       TU1987      ---       SIO-98      ---
    unit: ---   ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppb      ---          ppb      ---          ppt      ---
 2007.792  10  2007      244.649    0.561      538.772    0.678       76.783    0.128       11.903    0.082       89.421    0.406      321.429    0.324     1787.346   28.488        7.340    1.350
 2007.875  11  2007      244.691    0.585      538.799    0.714       76.807    0.075       11.718    0.098       89.470    0.387      321.689    0.277     1789.213   29.747        7.290    1.470
 2007.958  12  2007      244.487    0.650      538.575    0.786       76.723    0.070       11.606    0.136       89.379    0.405      321.690    0.302     1788.026   33.941        7.390    1.710
 2008.042   1  2008      244.392    0.614      538.500    0.762       76.792    0.046       11.480    0.167       89.317    0.350      321.865    0.265     1790.312   34.934        7.430    1.800
 2008.125   2  2008      244.141    0.616      538.246    0.799       76.776    0.054       11.333    0.218       89.169    0.307      321.883    0.304     1787.530   39.014        7.360    2.010
 2008.208   3  2008      243.819    0.640      537.857    0.818       76.645    0.079       11.175    0.232       89.039    0.327      321.836    0.333     1788.625   39.253        7.250    1.860
 2008.292   4  2008      243.550    0.633      537.529    0.790       76.588    0.071       11.001    0.177       88.947    0.322      321.896    0.413     1784.232   35.047        6.970    1.690
 2008.375   5  2008      243.418    0.607      537.364    0.720       76.524    0.047       10.916    0.152       88.897    0.340      322.042    0.440     1787.811   34.082        7.200    1.650
 2008.458   6  2008      243.233    0.526      537.177    0.617       76.435    0.053       10.758    0.145       88.826    0.386      322.086    0.360     1785.374   27.066        7.120    1.230
 2008.542   7  2008      242.954    0.583      536.867    0.671       76.367    0.063       10.625    0.090       88.681    0.482      322.044    0.414     1783.529   22.936        7.200    1.060
 2008.625   8  2008      242.754    0.521      536.603    0.590       76.252    0.089       10.417    0.067       88.527    0.480      322.048    0.357     1784.574   22.172        7.280    1.010
 2008.708   9  2008      242.672    0.526      536.524    0.585       76.196    0.092       10.278    0.076       88.415    0.448      322.190    0.338     1789.649   25.572        7.480    1.320
 2008.792  10  2008      242.799    0.558      536.663    0.590       76.189    0.053       10.128    0.073       88.527    0.439      322.373    0.285     1791.105   28.983        7.350    1.480
 2008.875  11  2008      242.888    0.663      536.650    0.648       76.197    0.047       10.007    0.069       88.595    0.473      322.553    0.256     1796.585   33.263        7.670    1.880
 2008.958  12  2008      242.834    0.658      536.571    0.664       76.175    0.042        9.845    0.074       88.539    0.427      322.697    0.247     1797.769   35.879        7.650    1.970
 2009.042   1  2009      242.580    0.564      536.389    0.654       76.140    0.052        9.718    0.105       88.417    0.348      322.798    0.247     1793.367   35.395        7.300    1.770
 2009.125   2  2009      242.305    0.559      536.039    0.637       76.022    0.090        9.581    0.128       88.306    0.290      322.754    0.242     1793.000   37.543        7.000    1.670
 2009.208   3  2009      241.977    0.552      535.589    0.630       75.965    0.100        9.444    0.153       88.161    0.322      322.713    0.261     1793.205   37.649        6.840    1.650
 2009.292   4  2009      241.692    0.593      535.187    0.642       75.847    0.079        9.289    0.150       87.916    0.283      322.697    0.358     1792.501   38.217        6.830    1.610
 2009.375   5  2009      241.483    0.584      534.903    0.594       75.778    0.077        9.130    0.152       87.808    0.302      322.781    0.394     1792.112   33.111        6.770    1.350
 2009.458   6  2009      241.285    0.617      534.562    0.583       75.683    0.051        9.004    0.109       87.658    0.349      322.718    0.405     1789.010   28.589        6.860    1.130
 2009.542   7  2009      241.077    0.527      534.355    0.478       75.619    0.042        8.865    0.073       87.555    0.345      322.783    0.371     1787.950   24.428        6.890    1.110
 2009.625   8  2009      240.972    0.516      534.109    0.408       75.540    0.044        8.724    0.058       87.371    0.353      322.831    0.319     1790.446   23.319        7.090    1.180
 2009.708   9  2009      240.997    0.610      534.024    0.423       75.489    0.051        8.583    0.061       87.199    0.322      322.969    0.308     1794.649   25.979        7.300    1.270
 2009.792  10  2009      240.925    0.728      533.929    0.579       75.475    0.044        8.479    0.062       87.140    0.340      323.101    0.381     1795.144   28.351        7.440    1.490
 2009.875  11  2009      240.938    0.672      533.745    0.623       75.488    0.042        8.383    0.062       87.063    0.346      323.224    0.316     1793.168   30.302        7.170    1.580
 2009.958  12  2009      240.956    0.695      533.684    0.706       75.537    0.050        8.280    0.058       87.039    0.394      323.352    0.310     1794.606   35.898        7.170    1.870
 2010.042   1  2010      240.821    0.665      533.544    0.737       75.509    0.042        8.123    0.093       86.972    0.361      323.498    0.321     1792.636   36.855        6.990    1.900
 2010.125   2  2010      240.458    0.725      533.142    0.852       75.404    0.082        7.974    0.113       86.786    0.371      323.495    0.408     1788.944   37.321        6.900    1.780
 2010.208   3  2010      240.303    0.644      532.957    0.723       75.346    0.076        7.842    0.143       86.716    0.322      323.544    0.355     1790.912   37.703        6.890    1.860
 2010.292   4  2010      240.185    0.622      532.849    0.705       75.312    0.075        7.786    0.139       86.715    0.335      323.668    0.345     1797.680   36.428        7.040    1.840
 2010.375   5  2010      239.977    0.566      532.655    0.659       75.226    0.047        7.596    0.208       86.623    0.375      323.731    0.347     1796.692   32.067        7.140    1.740
 2010.458   6  2010      239.705    0.480      532.313    0.516       75.135    0.066        7.302    0.272       86.459    0.403      323.734    0.324     1793.814   27.198        7.150    1.490
 2010.542   7  2010      239.428    0.445      532.001    0.477       75.004    0.088        7.475    0.059       86.267    0.416      323.790    0.358     1792.567   23.679        7.400    1.370
 2010.625   8  2010      239.086    0.399      531.539    0.433       74.886    0.101        7.348    0.048       86.056    0.415      323.700    0.263     1793.711   21.768        7.560    1.410
 2010.708   9  2010      238.927    0.471      531.407    0.532       74.826    0.072        7.243    0.050       85.957    0.432      323.810    0.299     1798.327   24.407        7.560    1.410
 2010.792  10  2010      238.990    0.583      531.480    0.597       74.826    0.063        7.134    0.050       85.963    0.472      324.061    0.237     1803.519   26.581        7.620    1.580
 2010.875  11  2010      238.819    0.677      531.387    0.614       74.865    0.066        7.064    0.050       85.982    0.455      324.162    0.228     1804.435   30.347        7.750    1.810
 2010.958  12  2010      238.708    0.701      531.211    0.683       74.819    0.070        6.985    0.054       85.924    0.449      324.258    0.230     1805.486   34.200        7.750    1.970
 2011.042   1  2011      238.514    0.679      531.001    0.750       74.776    0.053        0.000    0.000       85.851    0.398      324.381    0.224     1803.282   35.823        7.630    2.040
 2011.125   2  2011      238.295    0.644      530.718    0.780       74.772    0.071        0.000    0.000       85.766    0.323      324.445    0.238     1802.387   36.897        7.420    2.000
 2011.208   3  2011      238.061    0.657      530.389    0.812       74.666    0.057        0.000    0.000       85.671    0.364      324.403    0.281     1801.990   37.189        7.290    1.900
 2011.292   4  2011      237.755    0.655      530.115    0.718       74.700    0.056        0.000    0.000       85.639    0.350      324.444    0.319     1801.813   36.789        7.200    1.790
 2011.375   5  2011      237.531    0.688      529.953    0.669       74.690    0.080        0.000    0.000       85.529    0.426      324.553    0.391     1801.098   32.917        7.180    1.500
 2011.458   6  2011      237.200    0.642      529.570    0.588       74.606    0.099        0.000    0.000       85.379    0.451      324.547    0.362     1798.129   25.952        7.130    1.160
 2011.542   7  2011      236.890    0.623      529.245    0.534        0.000    0.000        0.000    0.000       85.216    0.462      324.626    0.379     1797.625   21.215        7.330    1.080
 2011.625   8  2011      236.743    0.481      529.041    0.391        0.000    0.000        0.000    0.000       85.102    0.394      324.696    0.288     1799.437   20.059        7.520    1.060
 2011.708   9  2011      236.738    0.509      528.930    0.421        0.000    0.000        0.000    0.000       85.020    0.365      324.844    0.291     1804.688   23.068        7.610    1.410
 2011.792  10  2011      236.686    0.637      528.826    0.571        0.000    0.000        0.000    0.000       84.980    0.449      324.932    0.339     1807.966   27.472        7.670    1.510
 2011.875  11  2011      236.669    0.644      528.746    0.601        0.000    0.000        0.000    0.000       84.953    0.417      325.157    0.302     1810.175   30.926        7.660    1.720
 2011.958  12  2011      236.501    0.715      528.554    0.721        0.000    0.000        0.000    0.000       84.867    0.425      325.229    0.356     1807.880   33.189        7.630    1.810
 2012.042   1  2012      236.411    0.680      528.528    0.689        0.000    0.000        0.000    0.000       84.806    0.409      325.380    0.304     1809.306   35.901        7.760    1.840
 2012.125   2  2012      236.336    0.582      528.371    0.623        0.000    0.000        0.000    0.000       84.746    0.345      325.516    0.263     1811.228   36.541        7.680    1.810
 2012.208   3  2012      236.050    0.606      527.999    0.687        0.000    0.000        0.000    0.000       84.626    0.372      325.493    0.317     1809.190   37.834        7.380    1.850
 2012.292   4  2012      235.879    0.526      527.787    0.544        0.000    0.000        0.000    0.000       84.549    0.376      325.554    0.320     1808.062   37.428        7.450    1.770
 2012.375   5  2012      235.465    0.600      527.149    0.614        0.000    0.000        0.000    0.000       84.302    0.461      325.462    0.484     1809.216   34.392        7.610    1.440
 2012.458   6  2012      235.315    0.466      526.909    0.454        0.000    0.000        0.000    0.000       84.222    0.418      325.540    0.439     1804.564   26.718        7.340    1.090
 2012.542   7  2012      235.050    0.296      526.431    0.174        0.000    0.000        0.000    0.000       84.032    0.383      325.564    0.342     1802.193   21.681        7.480    1.050
 2012.625   8  2012      234.868    0.272      526.063    0.115        0.000    0.000        0.000    0.000       83.897    0.359      325.592    0.250     1806.888   22.423        7.590    1.160
 2012.708   9  2012      234.847    0.363      525.898    0.134        0.000    0.000        0.000    0.000       83.785    0.370      325.670    0.248     1810.330   25.170        7.820    1.380
 2012.792  10  2012      234.866    0.487      525.817    0.231        0.000    0.000        0.000    0.000       83.777    0.402      325.867    0.196     1811.298   27.481        7.780    1.530
 2012.875  11  2012      234.920    0.613      525.756    0.329        0.000    0.000        0.000    0.000       83.855    0.470      326.007    0.180     1815.650   32.865        7.930    1.930
 2012.958  12  2012      234.867    0.690      525.631    0.465        0.000    0.000        0.000    0.000       83.832    0.474      326.126    0.233     1815.283   36.060        7.900    2.110
 2013.042   1  2013      234.693    0.715      525.426    0.582        0.000    0.000        0.000    0.000       83.734    0.428      326.248    0.289     1815.644   36.323        7.940    2.210
 2013.125   2  2013      234.427    0.710      525.154    0.640        0.000    0.000        0.000    0.000       83.607    0.374      326.309    0.364     1814.259   38.638        7.940    2.220
 2013.208   3  2013      234.245    0.669      525.010    0.688        0.000    0.000        0.000    0.000       83.508    0.349      326.411    0.390     1814.148   39.265        7.700    2.150
 2013.292   4  2013      233.973    0.679      524.766    0.796        0.000    0.000        0.000    0.000       83.416    0.412      326.412    0.455     1812.700   37.782        7.630    2.010
 2013.375   5  2013      233.799    0.668      524.519    0.750        0.000    0.000        0.000    0.000       83.337    0.448      326.464    0.476     1811.852   33.644        7.620    1.720
 2013.458   6  2013      233.756    0.717      524.108    0.603        0.000    0.000        0.000    0.000       83.277    0.489      326.524    0.455     1810.271   28.600        7.700    1.610
 2013.542   7  2013      233.573    0.629      523.760    0.421        0.000    0.000        0.000    0.000       83.112    0.454      326.689    0.487     1810.226   24.072        7.850    1.430
 2013.625   8  2013      233.262    0.579      523.471    0.254        0.000    0.000        0.000    0.000       82.980    0.402      326.592    0.293     1810.340   22.010        7.540    1.260
 2013.708   9  2013      233.226    0.604      523.310    0.255        0.000    0.000        0.000    0.000       82.836    0.396      326.679    0.275     1814.335   24.182        7.790    1.420
 2013.792  10  2013      233.327    0.768      523.299    0.410        0.000    0.000        0.000    0.000       82.754    0.408      326.910    0.364     1818.392   28.207        8.180    1.900
 2013.875  11  2013      233.335    0.869      523.115    0.455        0.000    0.000        0.000    0.000       82.739    0.433      327.016    0.358     1819.757   32.848        8.440    2.270
 2013.958  12  2013      233.285    0.890      522.976    0.553        0.000    0.000        0.000    0.000       82.693    0.393      327.131    0.347     1820.616   36.421        8.720    2.670
 2014.042   1  2014      233.188    0.815      522.819    0.595        0.000    0.000        0.000    0.000       82.635    0.328      327.323    0.360     1821.730   36.403        8.680    2.580
 2014.125   2  2014      232.869    0.804      522.644    0.768        0.000    0.000        0.000    0.000       82.520    0.281      327.287    0.395     1817.854   38.758        8.390    2.460
 2014.208   3  2014      232.655    0.806      522.335    0.805        0.000    0.000        0.000    0.000       82.413    0.303      327.332    0.457     1817.878   36.605        8.210    2.270
 2014.292   4  2014      232.439    0.959      521.917    0.933        0.000    0.000        0.000    0.000       82.300    0.392      327.348    0.586     1819.889   39.129        8.620    2.570
 2014.375   5  2014      232.295    0.980      521.745    0.826        0.000    0.000        0.000    0.000       82.313    0.370      327.407    0.585     1819.453   33.866        8.540    2.230
 2014.458   6  2014      232.182    1.029      521.476    0.775        0.000    0.000        0.000    0.000       82.251    0.392      327.570    0.625     1820.220   27.973        8.490    1.900
 2014.542   7  2014      232.155    0.904      521.364    0.604        0.000    0.000        0.000    0.000       82.183    0.352      327.746    0.519     1819.776   22.485        8.300    1.580
 2014.625   8  2014      231.943    0.926      521.083    0.480        0.000    0.000        0.000    0.000       82.097    0.393      327.744    0.447     1822.840   23.381        8.290    1.470
 2014.708   9  2014      231.888    1.021      520.968    0.532        0.000    0.000        0.000    0.000       82.018    0.401      327.869    0.451     1827.573   27.557        8.690    1.790
 2014.792  10  2014      231.917    1.076      520.861    0.538        0.000    0.000        0.000    0.000       81.961    0.407      328.015    0.424     1828.177   28.240        8.850    2.110
 2014.875  11  2014      232.000    1.148      520.747    0.581        0.000    0.000        0.000    0.000       81.951    0.402      328.090    0.354     1832.872   33.513        9.050    2.430
 2014.958  12  2014      231.791    1.181      520.443    0.638        0.000    0.000        0.000    0.000       81.838    0.407      328.147    0.364     1830.208   36.748        8.730    2.490
 2015.042   1  2015      231.724    1.026      520.275    0.569        0.000    0.000        0.000    0.000       81.791    0.346      328.340    0.287     1831.113   36.514        8.670    2.650
 2015.125   2  2015      231.451    0.968      519.962    0.555        0.000    0.000        0.000    0.000       81.691    0.308      328.392    0.326     1829.946   37.297        8.450    2.480
 2015.208   3  2015      231.228    0.936      519.591    0.585        0.000    0.000        0.000    0.000       81.585    0.320      328.417    0.365     1832.246   36.843        8.370    2.350
 2015.292   4  2015      231.110    0.900      519.208    0.621        0.000    0.000        0.000    0.000       81.394    0.395      328.471    0.437     1832.578   38.133        8.260    2.380
 2015.375   5  2015      230.912    0.982      518.753    0.613        0.000    0.000        0.000    0.000       81.220    0.422      328.430    0.521     1830.489   34.724        8.730    2.430
 2015.458   6  2015      230.711    0.953      518.292    0.531        0.000    0.000        0.000    0.000       81.100    0.442      328.437    0.509     1831.081   29.581        8.770    2.070
 2015.542   7  2015      230.496    0.878      517.827    0.366        0.000    0.000        0.000    0.000       80.938    0.426      328.383    0.444     1830.867   24.575        8.610    1.770
 2015.625   8  2015      230.374    0.844      517.480    0.277        0.000    0.000        0.000    0.000       80.766    0.412      328.387    0.367     1833.086   23.334        8.520    1.620
 2015.708   9  2015      230.370    0.878      517.344    0.310        0.000    0.000        0.000    0.000       80.683    0.404      328.528    0.373     1836.476   26.271        8.730    1.860
 2015.792  10  2015      230.474    1.056      517.220    0.405        0.000    0.000        0.000    0.000       80.635    0.436      328.695    0.410     1837.243   27.614        9.010    2.160
 2015.875  11  2015      230.564    1.122      517.042    0.454        0.000    0.000        0.000    0.000       80.664    0.443      328.804    0.391     1841.367   34.021        8.990    2.530
 2015.958  12  2015      230.429    1.084      516.843    0.532        0.000    0.000        0.000    0.000       80.607    0.425      328.962    0.417     1841.678   37.171        9.090    2.780
 2016.042   1  2016      230.218    1.051      516.515    0.603        0.000    0.000        0.000    0.000       80.493    0.394      329.027    0.439     1838.574   39.372        8.750    2.750
 2016.125   2  2016      230.047    0.975      516.185    0.561        0.000    0.000        0.000    0.000       80.364    0.335      329.139    0.436     1838.489   41.400        8.630    2.710
 2016.208   3  2016      229.841    0.935      515.822    0.601        0.000    0.000        0.000    0.000       80.279    0.324      329.158    0.445     1838.606   38.713        8.530    2.460
 2016.292   4  2016      229.618    1.017      515.407    0.645        0.000    0.000        0.000    0.000       80.146    0.354      329.166    0.541     1838.847   36.335        8.860    2.530
 2016.375   5  2016      229.448    1.114      514.982    0.666        0.000    0.000        0.000    0.000       80.067    0.401      329.221    0.613     1840.763   34.050        9.040    2.320
 2016.458   6  2016      229.272    1.139      514.548    0.643        0.000    0.000        0.000    0.000       79.966    0.447      329.233    0.638     1838.970   28.863        9.010    1.990
 2016.542   7  2016      229.247    1.009      514.173    0.408        0.000    0.000        0.000    0.000       79.896    0.397      329.362    0.558     1839.375   25.113        8.560    1.580
 2016.625   8  2016      229.095    0.868      513.875    0.196        0.000    0.000        0.000    0.000       79.711    0.343      329.481    0.451     1840.474   24.999        8.690    1.760
 2016.708   9  2016      228.980    0.850      513.470    0.151        0.000    0.000        0.000    0.000       79.567    0.335      329.488    0.357     1846.526   29.130        9.030    2.030
 2016.792  10  2016      229.039    0.987      513.235    0.237        0.000    0.000        0.000    0.000       79.545    0.385      329.613    0.380     1846.772   30.329        8.880    2.240
 2016.875  11  2016      229.111    1.103      513.043    0.366        0.000    0.000        0.000    0.000       79.466    0.420      329.684    0.387     1846.746   34.339        9.080    2.630
 2016.958  12  2016      229.156    1.173      512.993    0.475        0.000    0.000        0.000    0.000       79.471    0.431      329.858    0.393     1849.181   39.294        9.790    3.150
 2017.042   1  2017      229.062    1.063      512.851    0.508        0.000    0.000        0.000    0.000       79.442    0.390      329.980    0.346     1852.623   40.999        9.430    3.430
 2017.125   2  2017      228.750    0.972      512.587    0.568        0.000    0.000        0.000    0.000       79.303    0.358      330.017    0.382     1847.454   37.119        8.960    3.080
 2017.208   3  2017      228.456    1.039      512.250    0.644        0.000    0.000        0.000    0.000       79.170    0.388      329.950    0.454     1845.836   41.342        9.230    3.140
 2017.292   4  2017      228.345    1.020      512.033    0.669        0.000    0.000        0.000    0.000       79.127    0.412      330.056    0.517     1847.814   38.679        9.200    2.980
 2017.375   5  2017      228.206    1.077      511.753    0.636        0.000    0.000        0.000    0.000       79.084    0.435      330.136    0.533     1846.732   34.690        9.360    2.840
 2017.458   6  2017      228.093    1.062      511.337    0.516        0.000    0.000        0.000    0.000       78.988    0.528      330.129    0.502     1842.842   28.473        9.320    2.360
 2017.542   7  2017      228.164    1.065      511.061    0.334        0.000    0.000        0.000    0.000       78.950    0.526      330.317    0.461     1845.810   25.588        9.670    2.310
 2017.625   8  2017      228.111    1.076      510.811    0.354        0.000    0.000        0.000    0.000       78.820    0.512      330.440    0.474     1846.600   22.879        9.660    2.170
 2017.708   9  2017      227.984    0.907      510.690    0.336        0.000    0.000        0.000    0.000       78.760    0.456      330.531    0.359     1852.530   28.041        9.640    2.230
 2017.792  10  2017      228.230    0.972      510.689    0.350        0.000    0.000        0.000    0.000       78.780    0.482      330.760    0.314     1856.908   30.501        9.980    2.740
 2017.875  11  2017      228.257    1.023      510.530    0.438        0.000    0.000        0.000    0.000       78.796    0.455      330.916    0.311     1857.277   33.555       10.080    2.860
 2017.958  12  2017      228.257    1.021      510.421    0.494        0.000    0.000        0.000    0.000       78.769    0.435      331.094    0.291     1857.715   36.710        9.960    3.370
 2018.042   1  2018      228.100    0.946      510.201    0.539        0.000    0.000        0.000    0.000       78.692    0.390      331.212    0.285     1856.042   36.935        9.700    3.460
 2018.125   2  2018      228.029    0.966      509.952    0.576        0.000    0.000        0.000    0.000       78.666    0.407      331.294    0.298     1856.954   37.827        9.970    3.690
 2018.208   3  2018      227.804    0.826      509.721    0.522        0.000    0.000        0.000    0.000       78.607    0.377      331.385    0.337     1856.311   37.629        9.120    3.230
 2018.292   4  2018      227.647    0.900      509.333    0.506        0.000    0.000        0.000    0.000       78.527    0.427      331.401    0.409     1857.308   38.318        9.920    3.090
 2018.375   5  2018      227.512    0.955      508.903    0.384        0.000    0.000        0.000    0.000       78.471    0.472      331.428    0.465     1857.214   33.997       10.020    2.810
 2018.458   6  2018      227.333    0.836      508.488    0.233        0.000    0.000        0.000    0.000       78.395    0.460      331.479    0.402     1854.447   28.310        9.500    2.330
 2018.542   7  2018      227.132    0.768      507.916    0.104        0.000    0.000        0.000    0.000       78.219    0.422      331.395    0.325     1855.763   23.703        9.490    2.070
 2018.625   8  2018      227.046    0.737      507.663    0.092        0.000    0.000        0.000    0.000       78.137    0.445      331.445    0.304     1855.650   21.142        9.080    1.620
 2018.708   9  2018      226.989    0.789      507.464    0.124        0.000    0.000        0.000    0.000       77.984    0.442      331.538    0.329     1863.487   26.695        9.070    1.620
 2018.792  10  2018      227.189    0.862      507.472    0.186        0.000    0.000        0.000    0.000       78.013    0.453      331.842    0.348     1863.793   29.284        8.740    1.790
 2018.875  11  2018      227.252    0.923      507.321    0.241        0.000    0.000        0.000    0.000       78.010    0.449      331.966    0.330     1867.282   34.499        8.710    2.040
 2018.958  12  2018      227.328    0.978      507.151    0.279        0.000    0.000        0.000    0.000       78.014    0.421      332.121    0.316     1865.227   37.098        8.740    2.340
 2019.042   1  2019      227.203    0.907      506.913    0.359        0.000    0.000        0.000    0.000       77.936    0.370      332.242    0.339     1864.351   35.051        8.360    2.200
 2019.125   2  2019      226.907    0.895      506.527    0.456        0.000    0.000        0.000    0.000       77.811    0.365      332.218    0.388     1862.927   37.237        8.410    2.290
 2019.208   3  2019      226.698    0.891      506.032    0.421        0.000    0.000        0.000    0.000       77.712    0.393      332.167    0.419     1862.604   39.086        8.320    2.340
 2019.292   4  2019      226.431    0.929      505.609    0.480        0.000    0.000        0.000    0.000       77.593    0.419      332.160    0.516     1864.096   39.718        8.850    2.720
 2019.375   5  2019      226.152    0.843      505.099    0.347        0.000    0.000        0.000    0.000       77.542    0.451      332.155    0.524     1862.306   34.060        8.900    2.450
 2019.458   6  2019      226.030    0.862      504.635    0.341        0.000    0.000        0.000    0.000       77.459    0.505      332.187    0.501     1861.345   28.652        8.690    1.980
 2019.542   7  2019      225.666    0.646      504.100    0.197        0.000    0.000        0.000    0.000       77.308    0.497      332.186    0.374     1860.626   24.417        8.300    1.530
 2019.625   8  2019      225.455    0.444      503.628    0.135        0.000    0.000        0.000    0.000       77.181    0.408      332.264    0.235     1864.415   24.333        8.370    1.600
 2019.708   9  2019      225.345    0.578      503.323    0.115        0.000    0.000        0.000    0.000       77.021    0.440      332.318    0.292     1870.348   27.625        8.810    1.720
 2019.792  10  2019      225.304    0.611      503.157    0.150        0.000    0.000        0.000    0.000       76.975    0.449      332.504    0.299     1874.219   32.017        8.660    1.910
 2019.875  11  2019      225.271    0.649      503.022    0.240        0.000    0.000        0.000    0.000       76.919    0.427      332.712    0.373     1877.489   36.008        8.660    2.190
 2019.958  12  2019      225.030    0.685      502.679    0.374        0.000    0.000        0.000    0.000       76.854    0.422      332.740    0.413     1872.389   40.028        8.610    2.490
 2020.042   1  2020      224.758    0.717      502.339    0.486        0.000    0.000        0.000    0.000       76.749    0.414      332.753    0.434     1867.943   42.786        8.660    2.750
 2020.125   2  2020      224.479    0.743      501.955    0.613        0.000    0.000        0.000    0.000       76.639    0.402      332.849    0.543     1868.066   45.632        8.320    2.730
 2020.208   3  2020      224.183    0.726      501.469    0.629        0.000    0.000        0.000    0.000       76.541    0.403      332.854    0.575     1869.215   45.506        8.290    2.610
